iter	Logloss
173	0.002189974766
174	0.002189917076
175	0.002189933969
176	0.002189916449
177	0.002189889531
178	0.00218989226
179	0.002189816187
180	0.002189863329
181	0.002189847468
182	0.002189826348
183	0.002189826348
184	0.002189821032
185	0.002189852648
186	0.002189843688
187	0.002189829702
188	0.002189788749
189	0.002189797644
190	0.002189770359
191	0.002189820967
192	0.002189785811
193	0.002189693082
194	0.002189690576
195	0.002189690576
196	0.002189687417
197	0.002189709652
198	0.002189681249
199	0.002189668623
200	0.002189668623
201	0.002189623589
202	0.002189609063
203	0.002189607882
204	0.002189627396
205	0.002189611828
206	0.002189562444
207	0.00218954388
208	0.002189539404
209	0.00218955575
210	0.002189477964
211	0.002189486056
212	0.002189434012
213	0.00218944327
214	0.002189459828
215	0.002189469855
216	0.002189399526
217	0.002189378639
218	0.002189414333
219	0.002189322333
220	0.002189327266
221	0.002189320666
222	0.002189305721
223	0.002189327381
224	0.00218932662
225	0.002189287809
226	0.002189287809
227	0.002189285647
228	0.002189270305
229	0.002189270305
230	0.002189236163
231	0.002189275356
232	0.002189242861
233	0.00218927711
234	0.00218924554
235	0.002189154326
236	0.00218915919
237	0.002189118291
238	0.00218910572
239	0.002189108093
240	0.002189137664
241	0.00218910472
242	0.002189152951
243	0.002189080997
244	0.00218905398
245	0.002189031156
246	0.002189042077
247	0.00218905058
248	0.002189006502
249	0.002189004687
250	0.002188959668
251	0.002188974185
252	0.002188953678
253	0.002188918907
254	0.002188911278
255	0.002188934923
256	0.002188860665
257	0.002188884116
258	0.002188845512
259	0.002188845512
260	0.002188865278
261	0.002188793814
262	0.002188793814
263	0.002188805879
264	0.002188790628
265	0.002188786716
266	0.002188773584
267	0.002188762523
268	0.002188762523
269	0.002188523348
270	0.002188495258
271	0.002188486831
272	0.002188456237
273	0.002188436487
274	0.002188463298
275	0.002188396009
276	0.002188396009
277	0.002188384505
278	0.002188384505
279	0.002188391334
280	0.002188354245
281	0.002188354245
282	0.002188360499
283	0.002188360499
284	0.00218836257
285	0.00218836257
286	0.00218836257
287	0.002188328463
288	0.002188305572
289	0.002188305572
290	0.002188305572
291	0.002188312302
292	0.002188312302
293	0.002188312302
294	0.002188312302
295	0.002188305734
296	0.002188305734
297	0.002188305734
298	0.002188305734
299	0.0021881984
300	0.0021881984
301	0.0021881984
302	0.0021881984
303	0.0021881984
304	0.0021881984
305	0.0021881984
306	0.002188011048
307	0.002188011048
308	0.002187966513
309	0.002187902974
310	0.002187902974
311	0.002187902974
312	0.002187902974
313	0.00218788071
314	0.00218788071
315	0.00218788071
316	0.002187902339
317	0.002187925563
318	0.002187862358
319	0.002187862358
320	0.002187888884
321	0.002187888884
322	0.002187888884
323	0.002187884639
324	0.002187822769
325	0.002187822846
326	0.002187811553
327	0.002187800278
328	0.002187800278
329	0.002187800278
330	0.002187800278
331	0.002187800555
332	0.002187759905
333	0.002187714714
334	0.002187756182
335	0.002187756182
336	0.002187763481
337	0.002187751731
338	0.002187717876
339	0.002187670882
340	0.002187670882
341	0.002187670882
342	0.002187667345
343	0.002187703618
344	0.002187746186
345	0.002187683475
346	0.002187683475
347	0.002187648276
348	0.002187667087
349	0.002187660448
350	0.002187684418
351	0.002187628901
352	0.002187628901
353	0.002187633083
354	0.002187611194
355	0.002187616993
356	0.00218758549
357	0.00218758549
358	0.00218752016
359	0.002187487064
360	0.002187512997
361	0.002187444538
362	0.002187444538
363	0.002187444538
364	0.002187444538
365	0.002187444538
366	0.002187444538
367	0.002187444538
368	0.002187444538
369	0.002187426544
370	0.002187447491
371	0.002187393286
372	0.002153253401
373	0.002107671636
374	0.002107664592
375	0.00210759243
376	0.002107585644
377	0.002107563686
378	0.002107551675
379	0.002107532944
380	0.002107540541
381	0.00210751634
382	0.002107490824
383	0.00210749125
384	0.002107521816
385	0.002107485279
386	0.002107485279
387	0.002107473625
388	0.002107473625
389	0.002107459442
390	0.002107410799
391	0.00210741478
392	0.002107420287
393	0.00210746095
394	0.002107384514
395	0.002107384514
396	0.002107387771
397	0.002107357478
398	0.002107357478
399	0.002107357478
